machine,vtg,crt,gas,res,date,lot,label
TM-PE NO.1 R4,18,165,22.5,0.109090909,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,165,22.5,0.109090909,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,165,22.5,0.109090909,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,17,165,23.7,0.103030303,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,17,165,23.7,0.103030303,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,166,23.7,0.108433735,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,167.3,23.5,0.107591154,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,168.3,23.2,0.106951872,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,169.6,23.1,0.106132075,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,168.3,22.9,0.106951872,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,168.6,22.8,0.106761566,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,169.6,22.7,0.106132075,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,167.6,22.7,0.107398568,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,167.6,22.7,0.107398568,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,18,167.6,22.7,0.107398568,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,19,169,22.5,0.112426036,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,19,165.6,22.5,0.1147343,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,19,166.3,22.5,0.114251353,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,20,167,22.5,0.119760479,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,20,165.3,22.5,0.120992136,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,20,164.3,22.5,0.121728545,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,21,167.6,22.5,0.125298329,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,20,164,22.5,0.12195122,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,20,162.3,22.5,0.123228589,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,21,162,22.5,0.12962963,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,21,164,22.5,0.12804878,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,21,162.3,22.5,0.129390018,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,22,161,22.5,0.136645963,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,22,159.3,22.5,0.138104206,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,23,162.3,22.5,0.141712877,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,23,162.3,22.5,0.141712877,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,23,162.3,22.5,0.141712877,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,23,170.3,22.4,0.135055784,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,22,167.6,22.4,0.131264916,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,22,165.6,22.4,0.132850242,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,23,167.6,22.5,0.137231504,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R4,19,166,22.5,0.114457831,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,19,164.3,21.5,0.115642118,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,163.3,21.4,0.134721372,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,20,165,21.4,0.121212121,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,166.6,21.3,0.132052821,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,166.6,21.4,0.132052821,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,166.6,21.3,0.132052821,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,21,166.3,21.3,0.126277811,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,21,164.6,21.3,0.127582017,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,21,164.6,21.3,0.127582017,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,21,164.6,21.3,0.127582017,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,166.3,21.3,0.13229104,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,167.3,21.3,0.131500299,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,21,158.3,21.2,0.132659507,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,156.3,21.3,0.140754958,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,155.6,21.3,0.141388175,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,158,21.2,0.139240506,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,23,157,21.2,0.146496815,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,22,158.6,21.2,0.138713745,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,23,157.3,21.2,0.146217419,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R5,23,156.6,21.2,0.146871009,2023-10-17 14:36,SJQA148 1,
TM-PE NO.1 R6,14,167.3,19.2,0.083682008,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,14,167.3,19.2,0.083682008,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,14,167.3,19.2,0.083682008,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,14,167.3,19.2,0.083682008,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,14,167.3,19.2,0.083682008,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,17,160,19.1,0.10625,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,18,167,19.1,0.107784431,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,18,160.6,19.1,0.112079701,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,19,162,19.1,0.117283951,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,19,156.6,19.1,0.121328225,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,19,153.6,19.1,0.123697917,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,20,162.6,19.1,0.12300123,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,20,160.6,19.1,0.124533001,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,21,157.3,19.1,0.133502861,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,21,158,19.1,0.132911392,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,22,160,19.1,0.1375,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,22,158.3,19.1,0.138976627,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,22,165.3,19.1,0.133091349,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,23,166.6,19.1,0.138055222,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,23,166.6,19.1,0.138055222,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,23,166.6,19.1,0.138055222,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,22,170.3,19.1,0.129183793,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,21,168.3,19.1,0.124777184,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R6,22,174,19.1,0.126436782,2023-10-17 14:37,SJQA148 1,
TM-PE NO.1 R3,19,161.6,34.1,0.117574257,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R3,19,161.6,34.1,0.117574257,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R3,21,164.6,29.2,0.127582017,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R3,17,161.3,27.6,0.105393676,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R3,17,163.6,26.4,0.10391198,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R3,17,161,25.5,0.105590062,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R3,17,166,24.8,0.102409639,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R3,17,161.3,24.4,0.105393676,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,17,166,24.1,0.102409639,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,17,162,23.8,0.104938272,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,17,166.3,23.6,0.102224895,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,17,165.3,23.5,0.102843315,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,18,166,23.5,0.108433735,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,19,166.3,23.4,0.114251353,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,19,166.3,23.4,0.114251353,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,19,166.3,23.4,0.114251353,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,20,168,23.3,0.119047619,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,20,167.3,23.3,0.119545726,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,20,167.6,23.3,0.119331742,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,19,161.6,23.3,0.117574257,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,20,161,23.3,0.124223602,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,21,155.6,23.3,0.13496144,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,22,147.3,23.3,0.149355058,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,21,163.6,23.3,0.128361858,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,21,163.6,23.3,0.128361858,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,19,162.3,23.3,0.11706716,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,22,168.3,23.3,0.130718954,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,22,168.3,23.3,0.130718954,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,22,168.3,23.3,0.130718954,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,22,168.6,23.3,0.130486358,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,171,23.3,0.134502924,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,167,23.3,0.137724551,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,169.6,23.3,0.135613208,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,22,170.3,23.3,0.129183793,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,170,23.3,0.135294118,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,169.6,23.3,0.135613208,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,171.6,23.3,0.134032634,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,171.3,23.3,0.134267367,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,166.3,23.3,0.138304269,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,164,23.3,0.140243902,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,164.3,23.3,0.139987827,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,160.6,23.3,0.149439601,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,208.6,23.3,0.115052733,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,208.6,23.3,0.115052733,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,208.6,23.3,0.115052733,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,161.3,23.3,0.148791073,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,163.3,23.3,0.146968769,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,163.3,23.3,0.146968769,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,168,23.3,0.142857143,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,158.6,23.4,0.151324086,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,163,23.4,0.147239264,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,167,23.4,0.143712575,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,169.6,23.4,0.141509434,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,166.6,23.4,0.144057623,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,24,170,23.4,0.141176471,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,23,167.6,23.4,0.137231504,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,63,152,32,0.414473684,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,63,152,32,0.414473684,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,63,152,32,0.414473684,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,21,163,34.2,0.128834356,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,21,162,31.8,0.12962963,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,21,160.3,29.9,0.131004367,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,20,162.3,28.3,0.123228589,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,20,164.3,27,0.121728545,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R4,20,166.3,25.9,0.120264582,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,163.6,25.1,0.122249389,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,160.6,24.5,0.124533001,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,163,24.1,0.122699387,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,163,24.1,0.122699387,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,163,24.1,0.122699387,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,162.6,23.2,0.12300123,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,161,23,0.124223602,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,19,160,22.9,0.11875,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,19,165,22.8,0.115151515,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,18,164.6,22.8,0.109356015,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,18,164.3,22.7,0.109555691,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,16,160.3,22.7,0.099812851,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,16,161,22.7,0.099378882,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,16,161.6,22.6,0.099009901,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,15,162,22.6,0.092592593,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,15,161.6,22.6,0.092821782,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,14,163.6,22.6,0.085574572,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,19,164,22.6,0.115853659,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,14,167.6,22.5,0.08353222,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,14,167.6,22.5,0.08353222,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,14,167.6,22.5,0.08353222,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,14,165,22.6,0.084848485,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,14,164.6,22.5,0.085054678,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,14,166.3,22.6,0.084185207,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,15,165.6,22.6,0.09057971,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,16,154.3,22.6,0.103694102,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,0,162.6,20.1,0,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,0,162.6,20.1,0,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,0,162.6,20.1,0,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,18,161,24.2,0.111801242,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,18,162.6,23.9,0.110701107,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,19,161.3,23.7,0.117792932,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,19,161.3,23.7,0.117792932,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,19,161.3,23.7,0.117792932,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,19,163.6,23.1,0.116136919,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,20,165.6,23,0.120772947,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,21,159.3,22.9,0.131826742,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,21,158.6,22.8,0.132408575,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,154.6,22.8,0.142302717,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,155.3,22.7,0.141661301,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,164.3,22.7,0.1339014,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,161,22.7,0.136645963,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,159,22.7,0.13836478,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,159.3,22.7,0.138104206,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,159,22.7,0.13836478,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,23,157.6,22.7,0.145939086,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,23,160.6,22.7,0.143212951,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,160.3,22.7,0.13724267,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,160.3,22.7,0.13724267,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,160.3,22.7,0.13724267,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,158,22.7,0.139240506,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,159.6,22.7,0.137844612,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,161,22.7,0.136645963,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R4,22,159.3,22.7,0.138104206,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R5,19,165.3,35.7,0.114942529,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,20,176.3,34.7,0.113442995,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,20,176.3,34.7,0.113442995,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,20,174,30.7,0.114942529,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,20,174,30.7,0.114942529,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,20,174,30.7,0.114942529,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,22,162.3,26.4,0.135551448,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,22,163,25.3,0.134969325,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,159,24.6,0.144654088,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,162.6,23.9,0.141451415,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,166.6,23.4,0.138055222,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,164,23,0.140243902,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,163,22.7,0.141104294,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,166,22.4,0.138554217,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,163.6,22.2,0.140586797,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,22,158.3,21.5,0.138976627,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,158.6,21.5,0.145018916,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,158.6,21.5,0.145018916,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,162,21.5,0.148148148,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,161,21.5,0.149068323,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,160,21.5,0.15,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,160,21.5,0.15,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,162.3,21.5,0.147874307,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,162.6,21.5,0.147601476,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,162.6,21.5,0.147601476,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,162.6,21.5,0.147601476,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,24,162.6,21.5,0.147601476,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,168.6,21.5,0.136417556,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,23,171.6,21.5,0.134032634,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,22,164.6,21.5,0.133657351,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R5,22,181.6,21.5,0.121145374,2023-10-17 14:45,SJQA148 2,
TM-PE NO.1 R6,15,164.3,34.6,0.091296409,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R6,16,164.3,32.7,0.097382836,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R6,16,164.3,32.7,0.097382836,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R6,17,165.6,28.1,0.102657005,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R6,18,165,26.2,0.109090909,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R6,19,163.6,24.5,0.116136919,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R6,19,163.3,23.1,0.116350276,2023-10-17 14:43,SJQA148 2,
TM-PE NO.1 R6,19,163.3,22,0.116350276,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,163.3,22,0.116350276,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,163.3,22,0.116350276,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,162.6,20.1,0.116851169,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,20,163,19.8,0.122699387,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,20,162.3,19.6,0.123228589,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,21,165.3,19.4,0.127041742,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,21,165.3,19.3,0.127041742,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,163.3,19,0.116350276,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,164,19,0.115853659,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,162.6,19,0.116851169,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,169.3,19,0.112226816,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,19,166,19.1,0.114457831,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,18,168,19.1,0.107142857,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,18,167.3,19.1,0.107591154,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,17,165.3,19.1,0.102843315,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,17,167.6,19.1,0.101431981,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,17,165.6,19.1,0.102657005,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,17,164.6,19.1,0.10328068,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,17,164.6,19.1,0.10328068,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,17,164.6,19.1,0.10328068,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,16,167.6,19.1,0.095465394,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,16,160.3,19.1,0.099812851,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R6,17,160.3,19.1,0.106051154,2023-10-17 14:44,SJQA148 2,
TM-PE NO.1 R3,20,165.6,36.9,0.120772947,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,20,165.6,36.9,0.120772947,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,23,164,33.7,0.140243902,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,23,167,31.1,0.137724551,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,23,163.3,29,0.14084507,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,23,164,27.5,0.140243902,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,162.3,26.2,0.135551448,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,23,163.3,25.3,0.14084507,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,23,166.6,24.7,0.138055222,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,167,24.3,0.131736527,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,162.6,23.9,0.135301353,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,162.6,23.9,0.135301353,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,162.6,23.9,0.135301353,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,159.6,23.4,0.137844612,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,161.6,23.4,0.136138614,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,23,156.3,23.3,0.147152911,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,158.6,23.3,0.138713745,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,155,23.3,0.141935484,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,159.6,23.3,0.137844612,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,163.3,23.3,0.134721372,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,22,166.6,23.3,0.132052821,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,21,157.3,23.3,0.133502861,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,21,162,23.3,0.12962963,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,20,160.3,23.3,0.124766064,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,20,151.6,23.3,0.131926121,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,18,175.3,23.3,0.102681118,2023-10-17 14:38,SJQA149 1,
TM-PE NO.1 R3,18,175.3,23.3,0.102681118,2023-10-17 14:38,SJQA149 1,
